"subject_no" "activity" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAccMag-mean()" "fBodyAccMag-std()"
13 "WALKING_UPSTAIRS" -0.009048346 -0.1276794 -0.009048346 -0.1276794 -0.015391149 0.025532882 -0.15702918 -0.25493115 -0.3145903 -0.47787613 -0.10237366 -0.27755314
13 "WALKING_UPSTAIRS" -0.013116265 -0.15573761 -0.013116265 -0.15573761 -0.052120118 -0.010522712 -0.18484362 -0.23822629 -0.31845765 -0.47630132 -0.069328591 -0.33990564
13 "WALKING_UPSTAIRS" -0.052425734 -0.22863366 -0.052425734 -0.22863366 -0.067369355 -0.057215564 -0.20359622 -0.23280725 -0.32161713 -0.47193422 -0.19573427 -0.36751769
13 "WALKING_UPSTAIRS" -0.078479374 -0.20024708 -0.078479374 -0.20024708 -0.042488837 -0.041652149 -0.21967196 -0.26835575 -0.32687233 -0.4626874 -0.16214901 -0.34637707
13 "WALKING_UPSTAIRS" -0.064437847 -0.21798606 -0.064437847 -0.21798606 -0.054991354 -0.095344303 -0.20185669 -0.30816641 -0.34175881 -0.47636383 -0.26139637 -0.31577612
13 "WALKING_UPSTAIRS" -0.049528691 -0.23471992 -0.049528691 -0.23471992 -0.067920992 -0.11013397 -0.19141543 -0.28889406 -0.33103839 -0.47429649 -0.30223856 -0.31799541
13 "WALKING_UPSTAIRS" -0.078106122 -0.23249739 -0.078106122 -0.23249739 -0.068774814 -0.085387754 -0.19321167 -0.23063901 -0.32461916 -0.46063709 -0.18741402 -0.3781945
13 "WALKING_UPSTAIRS" -0.093845459 -0.28598415 -0.093845459 -0.28598415 -0.099688355 -0.057638247 -0.19507368 -0.25395311 -0.36354351 -0.49008717 -0.18974251 -0.45739047
13 "WALKING_UPSTAIRS" -0.07508937 -0.1439442 -0.07508937 -0.1439442 -0.096041452 0.045647803 -0.18348277 -0.30596494 -0.38223178 -0.50490799 -0.032514424 -0.34704883
13 "WALKING_UPSTAIRS" -0.084455198 -0.21398746 -0.084455198 -0.21398746 -0.094142377 0.017922988 -0.21838274 -0.30235123 -0.34379803 -0.48507213 -0.14743419 -0.37612754
13 "WALKING_UPSTAIRS" -0.1073454 -0.26444631 -0.1073454 -0.26444631 -0.11742695 -0.12847295 -0.21501993 -0.31399631 -0.35864533 -0.50371252 -0.18027208 -0.43078941
13 "WALKING_UPSTAIRS" -0.078673783 -0.16259875 -0.078673783 -0.16259875 -0.037384977 -0.053486814 -0.18434991 -0.28973886 -0.32365046 -0.47721108 -0.096441399 -0.33235237
13 "WALKING_UPSTAIRS" -0.033786035 -0.1083065 -0.033786035 -0.1083065 0.01792056 0.014902145 -0.17309879 -0.27496164 -0.2854842 -0.43678377 -0.062971594 -0.27320605
13 "WALKING_UPSTAIRS" -0.044043222 -0.18789136 -0.044043222 -0.18789136 -0.027147929 -0.00093531787 -0.14492346 -0.22503285 -0.3160534 -0.47809202 -0.1245232 -0.35199467
13 "WALKING_UPSTAIRS" -0.11835448 -0.26727963 -0.11835448 -0.26727963 -0.11966066 -0.062872558 -0.16074583 -0.22812122 -0.36907225 -0.51267375 -0.20246173 -0.4201513
13 "WALKING_UPSTAIRS" -0.15384827 -0.26325081 -0.15384827 -0.26325081 -0.158223 -0.11752269 -0.22539892 -0.30010154 -0.37877359 -0.52013948 -0.18825618 -0.42357902
13 "WALKING_UPSTAIRS" -0.16650029 -0.28775275 -0.16650029 -0.28775275 -0.16671774 -0.12722076 -0.24693681 -0.33112216 -0.36525779 -0.51128172 -0.26946191 -0.40868008
13 "WALKING_UPSTAIRS" -0.18116835 -0.26619479 -0.18116835 -0.26619479 -0.15440942 -0.08272902 -0.26169864 -0.38428815 -0.38245634 -0.53159933 -0.27684176 -0.37399869
13 "WALKING_UPSTAIRS" -0.18790567 -0.2882542 -0.18790567 -0.2882542 -0.15632727 -0.11695219 -0.25459566 -0.39179924 -0.3640702 -0.55158909 -0.23926953 -0.42760812
13 "WALKING_UPSTAIRS" -0.23274345 -0.31854838 -0.23274345 -0.31854838 -0.2029973 -0.055990602 -0.17423644 -0.20317535 -0.35487325 -0.48833371 -0.2335292 -0.47729825
13 "WALKING_UPSTAIRS" -0.19079271 -0.27128318 -0.19079271 -0.27128318 -0.19805676 0.09149954 0.31788081 0.50116578 -0.39065661 -0.44751589 -0.12380621 -0.48362234
13 "WALKING_UPSTAIRS" -0.16284459 -0.34371104 -0.16284459 -0.34371104 -0.23520949 -0.015126428 0.21838911 0.52744187 -0.42100713 -0.49588469 -0.2161215 -0.53068808
13 "WALKING_UPSTAIRS" 0.13646689 0.19149031 0.13646689 0.19149031 -0.052466554 0.087414903 -0.32176226 -0.41633902 -0.35082092 -0.31657452 0.28373313 -0.049312046
13 "WALKING_UPSTAIRS" 0.20460224 0.15787949 0.20460224 0.15787949 0.072408029 0.14424109 -0.14842397 -0.24194713 -0.30498648 -0.24597731 0.2930074 -0.10631533
13 "WALKING_UPSTAIRS" 0.15195761 0.19272121 0.15195761 0.19272121 0.027097873 0.14068599 0.011396349 -0.19909727 -0.39389566 -0.39924531 0.30481342 -0.06127005
13 "WALKING_UPSTAIRS" 0.092841719 0.20076398 0.092841719 0.20076398 -0.035017173 0.13241804 -0.042161547 -0.26578242 -0.40908594 -0.44060036 0.25467306 -0.017705848
13 "WALKING_UPSTAIRS" 0.12985808 0.068810857 0.12985808 0.068810857 -0.027888174 0.094962952 -0.20448468 -0.39799555 -0.38851019 -0.42936725 0.1256267 -0.13079536
13 "WALKING_UPSTAIRS" 0.1699784 0.047054626 0.1699784 0.047054626 -0.0021873218 0.066330553 -0.18237508 -0.23037619 -0.33817086 -0.47749212 0.08013853 -0.13494689
13 "WALKING_UPSTAIRS" 0.12611872 0.10355268 0.12611872 0.10355268 -0.049245127 0.011370569 -0.18674592 -0.25760425 -0.39476517 -0.55542058 0.10015064 -0.066298375
13 "WALKING_UPSTAIRS" 0.025576315 -0.0053226517 0.025576315 -0.0053226517 -0.16024341 -0.19190433 -0.19973573 -0.34906663 -0.43540114 -0.44713308 0.084605663 -0.21459815
13 "WALKING_UPSTAIRS" 0.064803151 -0.0041184748 0.064803151 -0.0041184748 -0.061332243 0.0080770134 -0.099247604 -0.22488824 -0.35955387 -0.38342019 0.17168106 -0.27418055
13 "WALKING_UPSTAIRS" 0.013437562 -0.10369014 0.013437562 -0.10369014 -0.069542759 -0.021899176 0.088518493 -0.050702203 -0.41354696 -0.50349214 0.043159743 -0.33825617
13 "WALKING_UPSTAIRS" -0.0081725123 -0.033560001 -0.0081725123 -0.033560001 -0.053983862 -0.027850115 -0.026906157 -0.081755853 -0.42884676 -0.50082155 0.10797642 -0.27411147
13 "WALKING_UPSTAIRS" -0.016878002 -0.020627038 -0.016878002 -0.020627038 -0.1179863 -0.0021839854 -0.26642794 -0.31793954 -0.45220732 -0.49773552 0.10471759 -0.25151316
13 "WALKING_UPSTAIRS" 0.0068107034 -0.018615186 0.0068107034 -0.018615186 -0.1014678 -0.10920863 -0.21832717 -0.27368494 -0.43594673 -0.57866734 0.093094152 -0.24048664
13 "WALKING_UPSTAIRS" 0.019976353 -0.032920153 0.019976353 -0.032920153 -0.097928469 -0.12834092 -0.18502434 -0.39041378 -0.43662103 -0.58861255 0.01141032 -0.20920277
13 "WALKING_UPSTAIRS" 0.1606077 0.20905235 0.1606077 0.20905235 0.07134579 0.15726557 -0.066728911 -0.38021814 -0.34672236 -0.45930142 0.2803085 -0.021157911
13 "WALKING_UPSTAIRS" 0.19024194 0.1121694 0.19024194 0.1121694 -0.0035267398 0.041062669 0.14637496 -0.11874204 -0.37857453 -0.31364346 0.17228214 -0.096312632
13 "WALKING_UPSTAIRS" 0.17500395 0.18459782 0.17500395 0.18459782 0.073882633 0.22782327 0.11598759 -0.038248218 -0.28536003 -0.26506176 0.31141599 -0.077784383
13 "WALKING_UPSTAIRS" 0.1043693 0.2306573 0.1043693 0.2306573 0.095289383 0.24095746 -0.1778981 -0.3471947 -0.28919802 -0.34002813 0.35547824 -0.037465853
13 "WALKING_UPSTAIRS" 0.090920335 0.068388432 0.090920335 0.068388432 -0.034726456 0.027133057 -0.17449943 -0.31659578 -0.42333885 -0.47104444 0.066613401 -0.096750822
13 "WALKING_UPSTAIRS" 0.14058571 0.089619504 0.14058571 0.089619504 -0.039082538 0.081415272 -0.11978545 -0.23743647 -0.42392924 -0.47483938 0.15427696 -0.11817911
13 "WALKING_UPSTAIRS" 0.016446977 -0.29878761 0.016446977 -0.29878761 -0.3908556 -0.44834533 -0.092782675 -0.32565526 -0.64850126 -0.73638826 -0.38003656 -0.36567705
13 "WALKING_UPSTAIRS" -0.066565792 -0.28562024 -0.066565792 -0.28562024 -0.39162437 -0.46704574 -0.3005401 -0.39556109 -0.64465148 -0.73311901 -0.34178456 -0.36663075
13 "WALKING_UPSTAIRS" 0.004884801 -0.33614609 0.004884801 -0.33614609 -0.38275091 -0.4610738 -0.24267571 -0.27429185 -0.62973037 -0.70849275 -0.32778372 -0.44368833
13 "WALKING_UPSTAIRS" 0.022517469 -0.33079317 0.022517469 -0.33079317 -0.34838065 -0.38724525 -0.19816822 -0.28537502 -0.62604939 -0.69035807 -0.35690159 -0.42015059
13 "WALKING_UPSTAIRS" -0.10837621 -0.32648578 -0.10837621 -0.32648578 -0.39851831 -0.3266726 -0.36663317 -0.53909092 -0.66066891 -0.70263883 -0.34957249 -0.41801305
13 "WALKING_UPSTAIRS" -0.11312075 -0.33177009 -0.11312075 -0.33177009 -0.43530481 -0.36248977 -0.31221117 -0.53088219 -0.66821699 -0.7062947 -0.37231025 -0.41344305
13 "WALKING_UPSTAIRS" -0.064765122 -0.36022909 -0.064765122 -0.36022909 -0.41143444 -0.40180673 -0.22534982 -0.49547061 -0.64723202 -0.70541818 -0.3760797 -0.45028138
13 "WALKING_UPSTAIRS" -0.098403351 -0.37571265 -0.098403351 -0.37571265 -0.47310976 -0.45420611 -0.2879926 -0.45467117 -0.67558219 -0.70890415 -0.42284512 -0.44728767
13 "WALKING_UPSTAIRS" -0.088816713 -0.36991145 -0.088816713 -0.36991145 -0.45556442 -0.44702229 -0.10677834 -0.4087442 -0.69303696 -0.73434927 -0.3955378 -0.45343336
13 "WALKING_UPSTAIRS" -0.081733964 -0.29718204 -0.081733964 -0.29718204 -0.4335689 -0.49817289 -0.27158324 -0.51733547 -0.66883922 -0.73718099 -0.35134443 -0.3773947
13 "WALKING_UPSTAIRS" -0.020043184 -0.28174993 -0.020043184 -0.28174993 -0.39005355 -0.40895789 -0.13943618 -0.23940103 -0.61374869 -0.6662069 -0.32161089 -0.37159016
13 "WALKING_UPSTAIRS" 0.018405126 -0.32084578 0.018405126 -0.32084578 -0.37729243 -0.40488496 -0.18964331 -0.20059971 -0.59847043 -0.66941497 -0.32917597 -0.42137567
13 "WALKING_UPSTAIRS" -0.023050902 -0.2868528 -0.023050902 -0.2868528 -0.37237198 -0.38920954 -0.33337994 -0.55160251 -0.62509543 -0.71889617 -0.27806467 -0.40236089
13 "WALKING_UPSTAIRS" -0.044418168 -0.32714433 -0.044418168 -0.32714433 -0.39677475 -0.39245071 -0.31294506 -0.53434601 -0.64725164 -0.7241571 -0.36671942 -0.4100823
13 "WALKING_UPSTAIRS" -0.051774137 -0.36667995 -0.051774137 -0.36667995 -0.4435347 -0.48461398 -0.29194422 -0.5086686 -0.68214305 -0.72805763 -0.39258816 -0.45056161
13 "WALKING_UPSTAIRS" -0.07131491 -0.30894416 -0.07131491 -0.30894416 -0.43286462 -0.39530577 -0.25543576 -0.48119331 -0.68924226 -0.73481424 -0.42444283 -0.35896571
13 "WALKING_UPSTAIRS" 0.049757751 -0.23656247 0.049757751 -0.23656247 -0.31593059 -0.27026346 0.061368703 -0.31151053 -0.61057897 -0.67687583 -0.25229741 -0.34622986
13 "WALKING_UPSTAIRS" 0.0051164906 -0.15081628 0.0051164906 -0.15081628 -0.24738784 -0.27453171 -0.15842658 -0.37172562 -0.59576583 -0.68309346 -0.26244872 -0.22595953
13 "WALKING_UPSTAIRS" -0.039369514 -0.23295145 -0.039369514 -0.23295145 -0.36440897 -0.37819119 -0.22078936 -0.49263702 -0.63482494 -0.71704678 -0.24907197 -0.34294147
13 "WALKING_UPSTAIRS" 0.024519311 -0.31454157 0.024519311 -0.31454157 -0.38870714 -0.42446601 -0.17787779 -0.44465794 -0.62625413 -0.70950923 -0.33686985 -0.40847717
13 "WALKING_UPSTAIRS" 0.024433968 -0.3408298 0.024433968 -0.3408298 -0.35294305 -0.4146123 -0.16011133 -0.30729277 -0.60865766 -0.70432368 -0.35200007 -0.43667853
13 "WALKING_UPSTAIRS" 0.010256097 -0.32345906 0.010256097 -0.32345906 -0.37042142 -0.4153103 -0.16047337 -0.31550539 -0.60613707 -0.67623914 -0.34815166 -0.41473763
13 "WALKING_UPSTAIRS" 0.017578052 -0.25196021 0.017578052 -0.25196021 -0.3732589 -0.39710432 -0.20190676 -0.43908166 -0.60389167 -0.64700998 -0.27683486 -0.35432061
13 "WALKING_UPSTAIRS" -0.037998534 -0.24986877 -0.037998534 -0.24986877 -0.3943788 -0.39980795 -0.22226673 -0.44031281 -0.64994425 -0.67448136 -0.29218977 -0.34331662
18 "WALKING_UPSTAIRS" -0.96228345 -0.97907042 -0.96228345 -0.97907042 -0.98751446 -0.99029582 -0.95534653 -0.94100306 -0.99194736 -0.98842877 -0.9797626 -0.98076792
18 "WALKING_UPSTAIRS" -0.97969115 -0.97490208 -0.97969115 -0.97490208 -0.99090586 -0.99324718 -0.98557751 -0.98580897 -0.99766627 -0.99693483 -0.98259755 -0.97348269
18 "WALKING_UPSTAIRS" -0.99469266 -0.99546164 -0.99469266 -0.99546164 -0.99127051 -0.99375053 -0.99336581 -0.99593855 -0.99753901 -0.99858593 -0.99423142 -0.99638818
18 "WALKING_UPSTAIRS" -0.99708361 -0.99569394 -0.99708361 -0.99569394 -0.9929773 -0.9948439 -0.99536942 -0.99628508 -0.99736866 -0.99867979 -0.99492066 -0.99615797
18 "WALKING_UPSTAIRS" -0.99738893 -0.99709551 -0.99738893 -0.99709551 -0.99387006 -0.99689004 -0.99546478 -0.99576743 -0.99763551 -0.99762895 -0.99641551 -0.99734274
18 "WALKING_UPSTAIRS" -0.99068471 -0.98995296 -0.99068471 -0.98995296 -0.99371972 -0.99706192 -0.99354381 -0.99443211 -0.99686032 -0.99719492 -0.99111135 -0.98969846
18 "WALKING_UPSTAIRS" -0.97466838 -0.97727325 -0.97466838 -0.97727325 -0.99316081 -0.99511194 -0.97888191 -0.96783736 -0.99383784 -0.99392633 -0.9829975 -0.9764262
18 "WALKING_UPSTAIRS" -0.94252791 -0.93302574 -0.94252791 -0.93302574 -0.98260348 -0.97455144 -0.91842028 -0.88302097 -0.98417478 -0.98455039 -0.9469869 -0.93505195
18 "WALKING_UPSTAIRS" -0.90799397 -0.90265751 -0.90799397 -0.90265751 -0.95272284 -0.93620892 -0.87542242 -0.89630943 -0.9659659 -0.96646294 -0.9283312 -0.90419429
18 "WALKING_UPSTAIRS" -0.92577741 -0.90461897 -0.92577741 -0.90461897 -0.95289274 -0.93843686 -0.91748394 -0.89739689 -0.96964026 -0.96392699 -0.91851566 -0.91097607
18 "WALKING_UPSTAIRS" -0.95957784 -0.96887909 -0.95957784 -0.96887909 -0.9818034 -0.97890536 -0.94820614 -0.94561487 -0.98788242 -0.98664247 -0.96832587 -0.97294998
18 "WALKING_UPSTAIRS" -0.95689567 -0.9642684 -0.95689567 -0.9642684 -0.98752167 -0.98795226 -0.94733953 -0.95246702 -0.99159685 -0.99255168 -0.97144252 -0.96471656
18 "WALKING_UPSTAIRS" -0.95127805 -0.9611131 -0.95127805 -0.9611131 -0.98130088 -0.98524878 -0.93867246 -0.95336149 -0.98451002 -0.98268488 -0.96640651 -0.96299964
18 "WALKING_UPSTAIRS" -0.95651504 -0.96581483 -0.95651504 -0.96581483 -0.97987202 -0.98607635 -0.9401377 -0.9536829 -0.97887259 -0.97895672 -0.97090533 -0.96707448
18 "WALKING_UPSTAIRS" -0.92437248 -0.90465567 -0.92437248 -0.90465567 -0.98152315 -0.98268286 -0.91996449 -0.89739061 -0.97893083 -0.98090083 -0.94746226 -0.90003062
18 "WALKING_UPSTAIRS" -0.88780409 -0.90841941 -0.88780409 -0.90841941 -0.96346711 -0.95173831 -0.88322907 -0.89083629 -0.96838625 -0.97502879 -0.93394436 -0.90920912
18 "WALKING_UPSTAIRS" -0.92554815 -0.90835778 -0.92554815 -0.90835778 -0.96428691 -0.95338371 -0.90485188 -0.90331848 -0.972736 -0.97135832 -0.93527457 -0.90860847
18 "WALKING_UPSTAIRS" -0.96739232 -0.97117469 -0.96739232 -0.97117469 -0.98320927 -0.98706934 -0.94540468 -0.9415632 -0.98919053 -0.98745208 -0.97250809 -0.97370563
18 "WALKING_UPSTAIRS" -0.97214953 -0.97485311 -0.97214953 -0.97485311 -0.98579423 -0.9851996 -0.95058158 -0.92797247 -0.98611939 -0.98131429 -0.97762029 -0.97596364
18 "WALKING_UPSTAIRS" -0.97297704 -0.96901916 -0.97297704 -0.96901916 -0.98800685 -0.9882122 -0.93106919 -0.90779131 -0.9819804 -0.97919012 -0.97355318 -0.97007133
18 "WALKING_UPSTAIRS" -0.98053565 -0.97548393 -0.98053565 -0.97548393 -0.98810364 -0.99111374 -0.95101221 -0.91864244 -0.98798754 -0.9860262 -0.97876686 -0.97620209
18 "WALKING_UPSTAIRS" -0.95855799 -0.94942488 -0.95855799 -0.94942488 -0.97626839 -0.97584651 -0.90190781 -0.91832072 -0.96964153 -0.9646759 -0.9496864 -0.95598436
18 "WALKING_UPSTAIRS" -0.96813001 -0.96711894 -0.96813001 -0.96711894 -0.98423808 -0.98158946 -0.93968864 -0.92583581 -0.98212084 -0.98172663 -0.96835838 -0.97032554
18 "WALKING_UPSTAIRS" -0.97986425 -0.97761879 -0.97986425 -0.97761879 -0.99342892 -0.99525519 -0.97072045 -0.97140107 -0.99147772 -0.99461219 -0.98585312 -0.9755577
18 "WALKING_UPSTAIRS" -0.98862795 -0.9886053 -0.98862795 -0.9886053 -0.99579691 -0.99604747 -0.97630299 -0.97737182 -0.99244915 -0.99493749 -0.99121645 -0.98765148
18 "WALKING_UPSTAIRS" -0.9826215 -0.9865021 -0.9826215 -0.9865021 -0.99396073 -0.9947253 -0.97796417 -0.97794077 -0.99375052 -0.99552866 -0.9890336 -0.9859239
18 "WALKING_UPSTAIRS" -0.97738997 -0.98681249 -0.97738997 -0.98681249 -0.99164118 -0.99364258 -0.97660371 -0.97998965 -0.99157469 -0.99046243 -0.98650638 -0.9880386
18 "WALKING_UPSTAIRS" -0.97453098 -0.98240648 -0.97453098 -0.98240648 -0.9914651 -0.99508762 -0.97508957 -0.97792021 -0.98811493 -0.98990799 -0.98533755 -0.98223895
18 "WALKING_UPSTAIRS" -0.97579594 -0.98031027 -0.97579594 -0.98031027 -0.99265181 -0.99627839 -0.98281681 -0.97871676 -0.99222947 -0.99291956 -0.98387967 -0.98011476
18 "WALKING_UPSTAIRS" -0.9772184 -0.98607532 -0.9772184 -0.98607532 -0.99412039 -0.99555561 -0.98619487 -0.9843367 -0.99616897 -0.99743785 -0.98924696 -0.98519662
18 "WALKING_UPSTAIRS" -0.97643363 -0.98614628 -0.97643363 -0.98614628 -0.99244674 -0.9916709 -0.97374443 -0.97277682 -0.99374197 -0.993338 -0.98837318 -0.9858038
18 "WALKING_UPSTAIRS" -0.9713 -0.97262576 -0.9713 -0.97262576 -0.98489174 -0.98304154 -0.95064246 -0.96361867 -0.98924297 -0.98871157 -0.97679754 -0.97329717
18 "WALKING_UPSTAIRS" -0.97311789 -0.97367164 -0.97311789 -0.97367164 -0.9840822 -0.98418785 -0.94812177 -0.95952716 -0.98959861 -0.98940933 -0.97627148 -0.97506332
18 "WALKING_UPSTAIRS" -0.98039541 -0.98735777 -0.98039541 -0.98735777 -0.98951159 -0.9924666 -0.96671645 -0.96667255 -0.99123876 -0.99375874 -0.98744386 -0.9882276
18 "WALKING_UPSTAIRS" -0.97348114 -0.97885055 -0.97348114 -0.97885055 -0.98784835 -0.99034311 -0.96061393 -0.9606233 -0.9885996 -0.99261838 -0.98134034 -0.97949336
18 "WALKING_UPSTAIRS" -0.97627285 -0.97612381 -0.97627285 -0.97612381 -0.98799094 -0.99041306 -0.95306537 -0.96723459 -0.98992472 -0.99264426 -0.98120645 -0.97578091
18 "WALKING_UPSTAIRS" -0.98535995 -0.98602875 -0.98535995 -0.98602875 -0.99369174 -0.9935393 -0.9752927 -0.97038834 -0.99521839 -0.99612709 -0.987713 -0.98603822
18 "WALKING_UPSTAIRS" -0.98984416 -0.98786871 -0.98984416 -0.98786871 -0.99477223 -0.99464799 -0.99172023 -0.99078665 -0.99642762 -0.99626269 -0.98956604 -0.98757903
18 "WALKING_UPSTAIRS" -0.99400956 -0.99417133 -0.99400956 -0.99417133 -0.99418289 -0.99633202 -0.99415116 -0.99424179 -0.99643208 -0.99620546 -0.99331896 -0.99484876
18 "WALKING_UPSTAIRS" -0.99300194 -0.99320563 -0.99300194 -0.99320563 -0.99302153 -0.99449206 -0.99191043 -0.98410685 -0.99676665 -0.99755303 -0.99328984 -0.99324058
18 "WALKING_UPSTAIRS" -0.89845061 -0.86718935 -0.89845061 -0.86718935 -0.96923606 -0.95966386 -0.92181088 -0.93177612 -0.97243163 -0.96119693 -0.8998865 -0.87091744
18 "WALKING_UPSTAIRS" -0.96191933 -0.95661193 -0.96191933 -0.95661193 -0.99041112 -0.99435509 -0.96424796 -0.95829079 -0.99411056 -0.99073433 -0.96889603 -0.95589417
18 "WALKING_UPSTAIRS" -0.9874786 -0.98631151 -0.9874786 -0.98631151 -0.99026395 -0.99146195 -0.9839693 -0.99028325 -0.99511071 -0.99545041 -0.98680969 -0.9870325
18 "WALKING_UPSTAIRS" -0.99270393 -0.99332427 -0.99270393 -0.99332427 -0.99034287 -0.99151922 -0.98992193 -0.98888445 -0.99554606 -0.99549821 -0.99158974 -0.99489031
18 "WALKING_UPSTAIRS" -0.99259754 -0.99196803 -0.99259754 -0.99196803 -0.98983694 -0.98910441 -0.99251293 -0.99288837 -0.99703187 -0.99618258 -0.99157425 -0.99255109
18 "WALKING_UPSTAIRS" -0.99142254 -0.99024088 -0.99142254 -0.99024088 -0.98811058 -0.98562113 -0.99302877 -0.99140918 -0.99610706 -0.99459744 -0.9883598 -0.99228557
18 "WALKING_UPSTAIRS" -0.99424254 -0.99406253 -0.99424254 -0.99406253 -0.991452 -0.99116105 -0.99703696 -0.99526193 -0.9978205 -0.99626438 -0.99325391 -0.99471939
18 "WALKING_UPSTAIRS" -0.99634501 -0.99854665 -0.99634501 -0.99854665 -0.99380447 -0.99840989 -0.99808426 -0.99771987 -0.99873226 -0.9988406 -0.9972523 -0.99936037
18 "WALKING_UPSTAIRS" -0.99677435 -0.99764997 -0.99677435 -0.99764997 -0.99597324 -0.99703109 -0.99643708 -0.99533949 -0.99842662 -0.99883147 -0.99714717 -0.99761923
18 "WALKING_UPSTAIRS" -0.99541453 -0.99475271 -0.99541453 -0.99475271 -0.99444408 -0.99464707 -0.99623048 -0.99577844 -0.9976245 -0.99806679 -0.99390369 -0.99538365
18 "WALKING_UPSTAIRS" -0.99452262 -0.9952262 -0.99452262 -0.9952262 -0.99185124 -0.99558596 -0.99676933 -0.99757725 -0.99708326 -0.99757471 -0.99401281 -0.99615632
18 "WALKING_UPSTAIRS" -0.99522159 -0.99629562 -0.99522159 -0.99629562 -0.99242011 -0.99577797 -0.99562409 -0.99658383 -0.99653994 -0.99719886 -0.99642669 -0.99589788
18 "WALKING_UPSTAIRS" -0.99488775 -0.99408404 -0.99488775 -0.99408404 -0.99013589 -0.99371481 -0.99470199 -0.99702663 -0.99583018 -0.99708637 -0.99273161 -0.99520871
18 "WALKING_UPSTAIRS" -0.99631542 -0.99467395 -0.99631542 -0.99467395 -0.99137284 -0.99415704 -0.9959737 -0.99713647 -0.99655678 -0.99731002 -0.99265106 -0.99643519
18 "WALKING_UPSTAIRS" -0.90946146 -0.86726797 -0.90946146 -0.86726797 -0.97485907 -0.9691352 -0.89580912 -0.89385111 -0.98595681 -0.9806416 -0.91445065 -0.86569993
18 "WALKING_UPSTAIRS" -0.97213135 -0.97286954 -0.97213135 -0.97286954 -0.99081547 -0.99444451 -0.96122381 -0.96508776 -0.99608847 -0.99704667 -0.98357967 -0.97046161
18 "WALKING_UPSTAIRS" -0.98762081 -0.98705906 -0.98762081 -0.98705906 -0.99248269 -0.99377496 -0.97605966 -0.99148446 -0.99717322 -0.997934 -0.98851758 -0.98704234
18 "WALKING_UPSTAIRS" -0.99091765 -0.98901528 -0.99091765 -0.98901528 -0.99273365 -0.99431389 -0.97928265 -0.99143748 -0.99696022 -0.99809092 -0.99073151 -0.98853268
18 "WALKING_UPSTAIRS" -0.98800384 -0.98516744 -0.98800384 -0.98516744 -0.98795895 -0.9907232 -0.98740299 -0.99237131 -0.99650416 -0.99725558 -0.98531282 -0.98631646
18 "WALKING_UPSTAIRS" -0.98322092 -0.9843938 -0.98322092 -0.9843938 -0.98249457 -0.98787763 -0.985865 -0.98643015 -0.99343725 -0.99384744 -0.98273719 -0.98697248
18 "WALKING_UPSTAIRS" -0.98404209 -0.98951069 -0.98404209 -0.98951069 -0.98460517 -0.99060333 -0.98571498 -0.9849797 -0.99199142 -0.99435911 -0.98865563 -0.99077958
18 "WALKING_UPSTAIRS" -0.98843161 -0.99221637 -0.98843161 -0.99221637 -0.98971717 -0.9961427 -0.99254447 -0.98900627 -0.99537743 -0.9961887 -0.99203233 -0.99259228
18 "WALKING_UPSTAIRS" -0.99208452 -0.99341326 -0.99208452 -0.99341326 -0.99383632 -0.99728762 -0.99384563 -0.99235668 -0.99728136 -0.997939 -0.99326328 -0.99361245
18 "WALKING_UPSTAIRS" -0.99105008 -0.99348363 -0.99105008 -0.99348363 -0.99227052 -0.99387638 -0.99381469 -0.99520336 -0.99683313 -0.99746991 -0.9933403 -0.99365787
18 "WALKING_UPSTAIRS" -0.989793 -0.99036249 -0.989793 -0.99036249 -0.98900308 -0.99167966 -0.99280209 -0.99560908 -0.9961456 -0.99728267 -0.98868608 -0.99220059
18 "WALKING_UPSTAIRS" -0.99268683 -0.9900857 -0.99268683 -0.9900857 -0.9918289 -0.99318589 -0.99331826 -0.99510164 -0.99675989 -0.99758311 -0.98993036 -0.99073586
18 "WALKING_UPSTAIRS" -0.99546464 -0.99479863 -0.99546464 -0.99479863 -0.99460811 -0.99546299 -0.99764728 -0.99771547 -0.99878799 -0.9987393 -0.9943388 -0.99507573
18 "WALKING_UPSTAIRS" -0.99413159 -0.99513888 -0.99413159 -0.99513888 -0.9930439 -0.9944754 -0.99714428 -0.99644246 -0.99816109 -0.99832709 -0.99438414 -0.99564257
18 "WALKING_UPSTAIRS" -0.99197687 -0.99345566 -0.99197687 -0.99345566 -0.98832586 -0.9897601 -0.99512991 -0.99699219 -0.99685352 -0.99764645 -0.99154364 -0.99517135
18 "WALKING_UPSTAIRS" -0.99427634 -0.99376474 -0.99427634 -0.99376474 -0.99154272 -0.98936675 -0.99572799 -0.99716814 -0.99754502 -0.99789369 -0.99199044 -0.99533608
18 "WALKING_UPSTAIRS" -0.96999318 -0.96799632 -0.96999318 -0.96799632 -0.98904201 -0.99054412 -0.92691509 -0.9161297 -0.99552766 -0.9950081 -0.97073129 -0.97018943
